FarmID,category,Crop,State,District,Sub-District,SDate,HDate,CropCoveredArea,CHeight,CNext,CLast,CTransp,IrriType,IrriSource,IrriCount,WaterCov,ExpYield,Season,geometry
1326702,Healthy,Cotton,Telangana,Medak,Chegunta,2023-11-19 0:00:00,2024-07-03 0:00:00,79,114,Sorghum,Maize,Broadcasting,Drip,Canal,5,56,14,Rabi,"POLYGON ((78.54063281455232 17.980529548361062, 78.54082616514204 17.980496590874182, 78.54082103842185 17.98038892975036, 78.54080346109552 17.98031862044501, 78.54073608134456 17.980371352424026, 78.54061523722599 17.980399183190727, 78.54062695544354 17.98047461921626, 78.54063281455232 17.980529548361062))"
1326703,Healthy,Cotton,Telangana,Medak,Chegunta,2023-11-11 0:00:00,2024-06-02 0:00:00,75,66,Maize,Sorghum,Broadcasting,Sprinkler,Groundwater,2,43,11,Rabi,"POLYGON ((78.46822411728735 17.997705159553053, 78.46832884885677 17.99772786359957, 78.46842625654023 17.997716877770614, 78.46842479176304 17.997634850247703, 78.46840574965951 17.99757406199412, 78.46834642618312 17.997571864828327, 78.46824389177948 17.997588709766067, 78.46823217356192 17.997615075755572, 78.46822411728735 17.997705159553053))"
1326704,Healthy,Cotton,Telangana,Medak,Alladurg,2023-09-12 0:00:00,2024-03-30 0:00:00,76,86,Sorghum,Maize,Drilling,Drip,Canal,6,51,15,Rabi,"POLYGON ((77.97874538120848 17.970259629254006, 77.97875856420323 17.970376811429592, 77.97877467675238 17.97054086647541, 77.97880690185067 17.970833821914365, 77.97880543707349 17.971040355498832, 77.97898853422284 17.971192692327094, 77.97908374474049 17.971254212969274, 77.97908960384927 17.97103303161286, 77.97906030830538 17.970608246226366, 77.9790251536527 17.97026695313998, 77.97874538120848 17.970259629254006))"
1326705,Healthy,Cotton,Telangana,Medak,Alladurg,2023-09-12 0:00:00,2024-02-18 0:00:00,75,72,Sorghum,Maize,Drilling,Drip,Groundwater,3,44,13,Rabi,"POLYGON ((77.97558878635365 17.9764351299073, 77.97557999769049 17.97602938662434, 77.97534270378493 17.976064541277015, 77.97507464955828 17.976064541277015, 77.97477876456493 17.97610555503847, 77.9747274973631 17.976482002777534, 77.97558878635365 17.9764351299073))"
1326706,Healthy,Cotton,Telangana,Medak,Alladurg,2023-11-19 0:00:00,2024-06-03 0:00:00,78,106,Sorghum,Maize,Broadcasting,Drip,Canal,3,55,10,Rabi,"POLYGON ((77.97219489759333 17.975967865982163, 77.97342677521416 17.97577598016964, 77.97343116954575 17.97558702391151, 77.9734165217738 17.97547423606751, 77.97286576554856 17.97556798180798, 77.97215241905468 17.975680769651984, 77.97217146115821 17.975765726729282, 77.97219489759333 17.975967865982163))"
1326707,Healthy,Cotton,Telangana,Medak,Alladurg,2023-10-22 0:00:00,2024-03-19 0:00:00,83,115,Maize,Sorghum,Broadcasting,Sprinkler,Groundwater,2,44,14,Rabi,"POLYGON ((77.9587160178468 17.955551801440986, 77.95927263318082 17.95539799983553, 77.9592506615229 17.9552090435774, 77.95913201457012 17.95526031077922, 77.95867207453095 17.955386281617972, 77.9587160178468 17.955551801440986))"
1326708,Healthy,Cotton,Telangana,Medak,Alladurg,2023-12-21 0:00:00,2024-03-29 0:00:00,83,66,Sorghum,Maize,Seed Drilling,Sprinkler,Canal,2,57,10,Rabi,"POLYGON ((77.9516162427836 17.95748677211532, 77.95163967921872 17.957759220673555, 77.95163382010993 17.958137133189812, 77.95179494560136 17.958204512940775, 77.9521787172264 17.958277751800516, 77.95265037548313 17.958324624670748, 77.95267088236385 17.957662545378696, 77.9516162427836 17.95748677211532))"
1326709,Healthy,Cotton,Telangana,Medak,Alladurg,2023-10-27 0:00:00,2024-02-27 0:00:00,67,110,Maize,Sorghum,Broadcasting,Sprinkler,Canal,4,42,14,Rabi,"POLYGON ((77.90217708290454 17.97713236385203, 77.90295341481779 17.977018111230834, 77.90295341481779 17.976880422174524, 77.90287724640366 17.976619691833847, 77.90211556226237 17.97675445133577, 77.90217708290454 17.97713236385203))"
1326716,Healthy,Cotton,Telangana,Medak,Alladurg,2023-12-29 0:00:00,2024-03-02 0:00:00,85,82,Maize,Sorghum,Seed Drilling,Sprinkler,Groundwater,6,47,11,Rabi,"POLYGON ((77.95175979094873 17.891331574889172, 77.95249217954614 17.8910415490046, 77.95242187024078 17.89072515713052, 77.95215821034571 17.890792536881484, 77.95161331322926 17.89103568989582, 77.95175979094873 17.891331574889172))"
1326717,Diseased,Cotton,Telangana,Medak,Alladurg,2023-12-20 0:00:00,2024-05-02 0:00:00,90,113,Sorghum,Maize,Broadcasting,Drip,Canal,5,51,14,Rabi,"POLYGON ((77.95951871574965 17.900961020167816, 77.95969155945863 17.900835049329057, 77.95962710926207 17.900432235600487, 77.95953189874442 17.900022097985943, 77.95931804127397 17.900156857487865, 77.95951871574965 17.900961020167816))"
468165,Diseased,Cotton,Telangana,Medak,Alladurg,2023-12-20 0:00:00,2024-03-29 0:00:00,71,94,Maize,Sorghum,Drilling,Sprinkler,Canal,5,45,15,Rabi,"POLYGON ((77.95996913473704 17.90410223486207, 77.96024524523826 17.904116882634018, 77.96025110434704 17.90390156038638, 77.95998378250898 17.903894968889006, 77.95996913473704 17.90410223486207))"
1326719,Healthy,Cotton,Telangana,Medak,Alladurg,2023-10-25 0:00:00,2024-03-30 0:00:00,87,105,Sorghum,Maize,Drilling,Sprinkler,Groundwater,3,58,12,Rabi,"POLYGON ((77.96457439423754 17.91033266466017, 77.96461247844461 17.910427875177835, 77.96473405495178 17.910391255747964, 77.96482340636067 17.91034731243212, 77.96494498286783 17.91027700312677, 77.96490982821516 17.910170074391548, 77.96457439423754 17.91033266466017))"
1326720,Healthy,Cotton,Telangana,Medak,Alladurg,2023-12-23 0:00:00,2024-07-03 0:00:00,71,96,Sorghum,Maize,Drilling,Sprinkler,Canal,5,54,13,Rabi,"POLYGON ((77.96279615472301 17.910480607156845, 77.96286646402835 17.91062854965352, 77.96296020976882 17.910794069476534, 77.9630524907321 17.910755985269468, 77.9630524907321 17.910722295393988, 77.96303784296015 17.910644662202664, 77.96300415308467 17.910511367477934, 77.96298511098114 17.91042787517783, 77.96279615472301 17.910480607156845))"
1326721,Healthy,Cotton,Telangana,Medak,Alladurg,2023-03-12 0:00:00,2024-02-21 0:00:00,82,116,Maize,Sorghum,Drilling,Sprinkler,Canal,4,57,11,Rabi,"POLYGON ((77.97905078725378 17.91497600836769, 77.9792983345997 17.914940853715017, 77.97928368682776 17.91480169988151, 77.97929394026812 17.914625926618132, 77.97908594190646 17.914636180058498, 77.9790463929222 17.914687447260317, 77.97901270304672 17.91480169988151, 77.97905078725378 17.91497600836769))"
1326722,Stressed,Cotton,Telangana,Medak,Alladurg,2023-11-18 0:00:00,2024-03-19 0:00:00,76,101,Maize,Sorghum,Seed Drilling,Sprinkler,Groundwater,5,55,12,Rabi,"POLYGON ((77.98993994091997 17.922316006890856, 77.9903544728661 17.92224130325392, 77.99032664209939 17.922027445783478, 77.9900717708675 17.922053811772987, 77.98991650448485 17.9221343745187, 77.98993994091997 17.922316006890856))"
1326729,Stressed,Cotton,Telangana,Medak,Alladurg,2023-08-12 0:00:00,2024-07-03 0:00:00,77,68,Maize,Sorghum,Drilling,Drip,Groundwater,3,42,11,Rabi,"POLYGON ((77.97182357657486 17.95526909944238, 77.97285477972001 17.955078678407055, 77.97281376595856 17.954463471985235, 77.97281962506733 17.954015250163625, 77.97171225350806 17.954185164318222, 77.9717561968239 17.954566006388873, 77.97182357657486 17.95526909944238))"
1326730,Healthy,Cotton,Telangana,Medak,Alladurg,2023-11-18 0:00:00,2024-02-28 0:00:00,74,81,Sorghum,Maize,Broadcasting,Drip,Groundwater,5,59,14,Rabi,"POLYGON ((77.95920305626444 17.961008096491618, 77.95990468454076 17.96080449246154, 77.95989003676881 17.96053936778928, 77.95909759230642 17.960783985580814, 77.95920305626444 17.961008096491618))"
1326731,Pests,Cotton,Telangana,Medak,Alladurg,2023-12-15 0:00:00,2024-02-27 0:00:00,65,114,Sorghum,Maize,Drilling,Drip,Groundwater,6,54,15,Rabi,"POLYGON ((77.95487317487661 17.959913907927096, 77.95517784853313 17.960004724113176, 77.95532139669821 17.959412954126474, 77.95500500482413 17.959430531452814, 77.95487317487661 17.959913907927096))"
1326732,Healthy,Cotton,Telangana,Medak,Alladurg,2023-03-11 0:00:00,2024-02-20 0:00:00,85,110,Sorghum,Maize,Broadcasting,Sprinkler,Groundwater,4,41,15,Rabi,"POLYGON ((77.93981673009124 17.957540968871516, 77.94011993897055 17.95739009682045, 77.93998517946864 17.957094211827098, 77.93968782969809 17.957230436106215, 77.93981673009124 17.957540968871516))"
1326733,Healthy,Cotton,Telangana,Medak,Alladurg,2023-10-27 0:00:00,2024-07-03 0:00:00,71,113,Sorghum,Maize,Drilling,Drip,Groundwater,4,58,10,Rabi,"POLYGON ((77.93871375286352 17.955477097804028, 77.93900963785687 17.955564984435714, 77.93909752448856 17.954738850097847, 77.9386903164284 17.95484724361026, 77.93871375286352 17.955477097804028))"
1326742,Healthy,Cotton,Telangana,Medak,Alladurg,2023-02-11 0:00:00,2024-02-03 0:00:00,64,118,Maize,Sorghum,Broadcasting,Drip,Groundwater,6,44,11,Rabi,"POLYGON ((77.97716854855882 17.990123472792746, 77.97722421009222 17.990351978035136, 77.97728866028879 17.990565835505578, 77.97770465701211 17.990460371547552, 77.97781598007892 17.9904193577861, 77.97786578250354 17.99041056912293, 77.97778375498063 17.99019085254371, 77.97775738899114 17.99000922017155, 77.97716854855882 17.990123472792746))"
1326743,Healthy,Cotton,Telangana,Medak,Alladurg,2023-12-19 0:00:00,2024-03-17 0:00:00,77,103,Maize,Sorghum,Broadcasting,Drip,Canal,3,47,10,Rabi,"POLYGON ((77.97577115111501 17.989247536030266, 77.97613148630492 17.98913328340907, 77.97608021910311 17.988929679378995, 77.9756876588149 17.989057114994942, 77.97577115111501 17.989247536030266))"
1326744,Healthy,Cotton,Telangana,Medak,Alladurg,2023-07-11 0:00:00,2024-03-22 0:00:00,75,87,Maize,Sorghum,Seed Drilling,Sprinkler,Groundwater,4,49,12,Rabi,"POLYGON ((77.97643469518424 17.984809261130014, 77.97696201497436 17.98463348786664, 77.97692686032168 17.984132534066013, 77.97634387899815 17.984276082231105, 77.97643469518424 17.984809261130014))"
1326745,Healthy,Cotton,Telangana,Medak,Alladurg,2023-04-11 0:00:00,2024-02-20 0:00:00,67,100,Maize,Sorghum,Drilling,Drip,Groundwater,4,54,10,Rabi,"POLYGON ((77.97649035671762 17.98142562581001, 77.97681260770048 17.981252782101027, 77.97654601825103 17.980745969191624, 77.97625013325768 17.98083971493209, 77.97649035671762 17.98142562581001))"
1326746,Healthy,Cotton,Telangana,Medak,Alladurg,2023-10-23 0:00:00,2024-03-20 0:00:00,84,82,Sorghum,Maize,Seed Drilling,Drip,Groundwater,3,50,15,Rabi,"POLYGON ((77.97730477283794 17.979521415456766, 77.97789068371586 17.979392515063623, 77.97799614767388 17.979067334526377, 77.9779639225756 17.978821251957648, 77.97794341569487 17.978639619585493, 77.97763874203835 17.97873336532596, 77.97757722139617 17.978841758838374, 77.97746882788375 17.978944293242012, 77.97716415422724 17.97903510942809, 77.97720516798869 17.979140573386115, 77.97724032264136 17.97932513531266, 77.97730477283794 17.979521415456766))"
467060,Healthy,Cotton,Telangana,Medak,Alladurg,2023-12-10 0:00:00,2024-07-03 0:00:00,89,76,Maize,Sorghum,Seed Drilling,Sprinkler,Groundwater,6,50,13,Rabi,"POLYGON ((77.97465352611529 17.965055275880868, 77.97530388718978 17.965020121228193, 77.97535368961441 17.9645953358417, 77.97477949695404 17.96457775851536, 77.97465352611529 17.965055275880868))"
1326747,Healthy,Cotton,Telangana,Medak,Alladurg,2023-08-11 0:00:00,2024-03-21 0:00:00,85,105,Sorghum,Maize,Seed Drilling,Drip,Groundwater,4,54,11,Rabi,"POLYGON ((77.97032950383624 17.961759527192555, 77.97105456854767 17.961750738529386, 77.97105017421609 17.961492937743103, 77.97032950383624 17.961533951504556, 77.97032950383624 17.961759527192555))"
1326748,Healthy,Cotton,Telangana,Medak,Alladurg,2023-10-19 0:00:00,2024-03-27 0:00:00,79,111,Maize,Sorghum,Drilling,Sprinkler,Canal,4,47,11,Rabi,"POLYGON ((77.96363547205597 17.95687596002507, 77.96388448417909 17.95669139809852, 77.96374679512279 17.955970727718675, 77.96358566963136 17.956131853210106, 77.9633454461714 17.956301767364703, 77.96363547205597 17.95687596002507))"
1326749,Healthy,Cotton,Telangana,Medak,Alladurg,2023-11-14 0:00:00,2024-02-17 0:00:00,81,71,Sorghum,Maize,Drilling,Drip,Canal,5,48,12,Rabi,"POLYGON ((77.96031628693257 17.95419834731297, 77.96045983509767 17.954467866316815, 77.96114242127044 17.95421299508492, 77.96099887310535 17.953946405635467, 77.96031628693257 17.95419834731297))"
1326750,Diseased,Cotton,Telangana,Medak,Alladurg,2023-12-28 0:00:00,2024-02-20 0:00:00,90,60,Maize,Sorghum,Broadcasting,Drip,Groundwater,4,48,11,Rabi,"POLYGON ((77.96832275907933 17.939020326020415, 77.96877098090094 17.938894355181663, 77.96874315013424 17.938785961669247, 77.96829199875823 17.93891486206239, 77.96832275907933 17.939020326020415))"
1326751,Healthy,Cotton,Telangana,Medak,Alladurg,2023-12-29 0:00:00,2024-04-03 0:00:00,70,84,Sorghum,Maize,Broadcasting,Sprinkler,Groundwater,3,56,15,Rabi,"POLYGON ((77.96875486835181 17.938626300955015, 77.96947553873164 17.938431485588104, 77.96938765209995 17.938182473464988, 77.96931294846303 17.9381517131439, 77.96894821894152 17.938191262128157, 77.96869481248682 17.938352387619585, 77.96875486835181 17.938626300955015))"
1326753,Diseased,Cotton,Telangana,Medak,Alladurg,2023-10-14 0:00:00,2024-12-02 0:00:00,83,118,Sorghum,Maize,Drilling,Drip,Canal,3,59,15,Rabi,"POLYGON ((77.97506805806141 17.931462075695244, 77.97550822360846 17.93134196396527, 77.97542033697677 17.931226978955475, 77.97532219690471 17.93126286599675, 77.97505780462104 17.93133097813631, 77.97506805806141 17.931462075695244))"
1326754,Healthy,Cotton,Telangana,Medak,Alladurg,2023-10-31 0:00:00,2024-03-22 0:00:00,84,77,Sorghum,Maize,Drilling,Drip,Canal,5,41,11,Rabi,"POLYGON ((77.97366406912025 17.93232336468579, 77.97459713219334 17.9320948594434, 77.9745531888775 17.931974747713426, 77.97408592495235 17.932102183329373, 77.97365235090268 17.93218274607509, 77.97366406912025 17.93232336468579))"
1326763,Diseased,Cotton,Telangana,Medak,Alladurg,2023-09-10 0:00:00,2024-02-20 0:00:00,68,112,Maize,Sorghum,Seed Drilling,Sprinkler,Groundwater,3,57,14,Rabi,"POLYGON ((77.9708429082431 17.96953456454262, 77.97201765955332 17.97002380012568, 77.97209089841306 17.969890505400954, 77.97172177455997 17.969738168572697, 77.97099231551697 17.969377833382776, 77.9708429082431 17.96953456454262))"
1326764,Healthy,Cotton,Telangana,Medak,Alladurg,2023-12-10 0:00:00,2024-02-27 0:00:00,85,96,Sorghum,Maize,Broadcasting,Drip,Groundwater,4,60,14,Rabi,"POLYGON ((77.96986956379718 17.968638120899406, 77.97035660221444 17.96857220592564, 77.97027970141171 17.96832099663673, 77.96982195853833 17.968394235496472, 77.96986956379718 17.968638120899406))"
1326773,Healthy,Maize,Telangana,Medak,Ramayampet,2023-12-21 0:00:00,2024-01-04 0:00:00,80,154,Wheat,Soybean,Broadcasting,Drip,Canal,3,56,24,Rabi,"POLYGON ((78.33701743245224 18.162375411793057, 78.33714779762258 18.16247062231072, 78.33722982514549 18.16239445389659, 78.3371419385138 18.162286060384176, 78.33701743245224 18.162375411793057))"
614290,Healthy,Maize,Telangana,Medak,Ramayampet,2023-11-22 0:00:00,2024-06-03 0:00:00,76,224,Wheat,Soybean,Broadcasting,Drip,Canal,5,50,22,Rabi,"POLYGON ((78.33554386659426 18.16333044652407, 78.33564493622072 18.163498895901473, 78.33588808923504 18.16330554531176, 78.33577969572264 18.163163461923865, 78.33563761233474 18.163273320213474, 78.33554386659426 18.16333044652407))"
1326775,Healthy,Maize,Telangana,Medak,Havelighanpur,2023-12-15 0:00:00,2024-10-03 0:00:00,98,171,Wheat,Soybean,Seed Drilling,Drip,Rainfed,3,43,23,Rabi,"POLYGON ((78.18324512254173 18.10579399831216, 78.18322754521539 18.105915574819328, 78.18375925933711 18.10569439346291, 78.18375047067394 18.105581605618912, 78.18368748525457 18.105591859059277, 78.1834545856806 18.105710506012056, 78.18324512254173 18.10579399831216))"
1326776,Diseased,Maize,Telangana,Medak,Havelighanpur,2023-12-13 0:00:00,2024-03-21 0:00:00,86,121,Soybean,Wheat,Drilling,Sprinkler,Canal,4,52,23,Rabi,"POLYGON ((78.1829682796519 18.105580873230313, 78.18312940514333 18.105544253800446, 78.18307813794152 18.105391916972184, 78.18293458977642 18.105425606847664, 78.1829682796519 18.105580873230313))"
1326814,Healthy,Cotton,Telangana,Adilabad,Inderavelly,2023-12-29 0:00:00,2024-03-15 0:00:00,86,71,Maize,Sorghum,Drilling,Drip,Groundwater,4,59,10,Rabi,"POLYGON ((78.61618465059085 19.488035198158464, 78.61696372498484 19.487744028940515, 78.6169165083549 19.486614764541166, 78.61590135081123 19.486744610273494, 78.61618465059085 19.488035198158464))"
1326815,Healthy,Cotton,Telangana,Adilabad,Sirikonda,2023-10-21 0:00:00,2024-08-02 0:00:00,88,93,Maize,Sorghum,Drilling,Drip,Canal,4,56,13,Rabi,"POLYGON ((78.61351887835893 19.46945348691829, 78.61475438017564 19.46937479253506, 78.61473077186068 19.46852882791534, 78.61340477150326 19.468556370949468, 78.61351887835893 19.46945348691829))"
1326816,Diseased,Cotton,Telangana,Adilabad,Sirikonda,2023-08-11 0:00:00,2024-03-14 0:00:00,75,82,Sorghum,Maize,Broadcasting,Drip,Canal,3,60,14,Rabi,"POLYGON ((78.58496855612307 19.453836586566304, 78.58604666917333 19.453687067238167, 78.58602699557753 19.4533053994795, 78.58496068668475 19.45339983273938, 78.58496855612307 19.453836586566304))"
1331855,Healthy,Cotton,Telangana,Adilabad,Sirikonda,2023-11-16 0:00:00,2024-09-02 0:00:00,81,104,Maize,Sorghum,Broadcasting,Drip,Groundwater,4,54,12,Rabi,"POLYGON ((78.5584170712213 19.427096235144766, 78.56054575428767 19.42687195615256, 78.56046705990444 19.42620698861427, 78.55820853110575 19.42644307176396, 78.5584170712213 19.427096235144766))"
1326817,Healthy,Cotton,Telangana,Adilabad,Ichoda,2023-10-10 0:00:00,2024-09-02 0:00:00,73,67,Sorghum,Maize,Drilling,Sprinkler,Canal,2,56,10,Rabi,"POLYGON ((78.53748633264175 19.407902675074983, 78.53828311327196 19.407723645353137, 78.53809621411177 19.40715901315346, 78.53781684905131 19.407135404838492, 78.53736435634774 19.407214099221722, 78.53748633264175 19.407902675074983))"
1326818,Healthy,Cotton,Telangana,Adilabad,Ichoda,2023-01-12 0:00:00,2024-03-14 0:00:00,81,76,Maize,Sorghum,Seed Drilling,Drip,Canal,4,44,14,Rabi,"POLYGON ((78.52945557083305 19.402201267009975, 78.5300241377519 19.40208716015429, 78.52992380241326 19.401514658516295, 78.52935720285402 19.40161302649533, 78.52945557083305 19.402201267009975))"
1326819,Healthy,Cotton,Telangana,Adilabad,Ichoda,2023-12-25 0:00:00,2024-02-02 0:00:00,67,76,Maize,Sorghum,Drilling,Drip,Canal,3,49,14,Rabi,"POLYGON ((78.50967770496777 19.36767017164867, 78.51020889205458 19.367359328834908, 78.50984689789172 19.36628515050382, 78.50890256529296 19.366560580845125, 78.50967770496777 19.36767017164867))"
1326820,Healthy,Cotton,Telangana,Adilabad,Ichoda,2023-10-25 0:00:00,2024-02-03 0:00:00,86,62,Maize,Sorghum,Seed Drilling,Sprinkler,Canal,4,47,15,Rabi,"POLYGON ((78.4948556178864 19.35577748298305, 78.49618752032256 19.35526006741331, 78.49613833633305 19.35480363999058, 78.49471593535617 19.35529547988577, 78.4948556178864 19.35577748298305))"
1326821,Stressed,Cotton,Telangana,Adilabad,Ichoda,2023-07-11 0:00:00,2024-06-02 0:00:00,79,69,Maize,Sorghum,Seed Drilling,Sprinkler,Canal,2,43,11,Rabi,"POLYGON ((78.47849702297245 19.339375606158352, 78.4787980289883 19.33926936874099, 78.47863670550268 19.33868506294551, 78.47853243544489 19.338655552551796, 78.47827274398024 19.338714573339217, 78.47849702297245 19.339375606158352))"
1326822,Pests,Cotton,Telangana,Adilabad,Neradigonda,2023-12-20 0:00:00,2024-09-03 0:00:00,78,114,Sorghum,Maize,Broadcasting,Drip,Groundwater,6,42,12,Rabi,"POLYGON ((78.4383805937614 19.31236769383383, 78.43929738332604 19.312792643503276, 78.43968692052302 19.31207258989672, 78.43879767399253 19.311690922138055, 78.4383805937614 19.31236769383383))"
1326823,Pests,Cotton,Telangana,Adilabad,Neradigonda,2023-10-18 0:00:00,2024-02-17 0:00:00,73,72,Maize,Sorghum,Drilling,Drip,Groundwater,2,56,10,Rabi,"POLYGON ((78.4018231180319 19.271491863824625, 78.40219691635224 19.271446614554268, 78.4021083851711 19.2706773769582, 78.40170114173789 19.27077771229682, 78.4018231180319 19.271491863824625))"
1326824,Healthy,Cotton,Telangana,Adilabad,Neradigonda,2023-10-10 0:00:00,2024-01-03 0:00:00,66,83,Maize,Sorghum,Drilling,Drip,Canal,6,42,11,Rabi,"POLYGON ((78.44745208878801 19.20249656332808, 78.44810131744966 19.20247295501311, 78.44808951329216 19.202071613658642, 78.44795966755983 19.201471568986516, 78.44741470895598 19.201560100167647, 78.44745208878801 19.20249656332808))"
1326825,Healthy,Cotton,Telangana,Adilabad,Neradigonda,2023-12-17 0:00:00,2024-03-27 0:00:00,64,89,Sorghum,Maize,Broadcasting,Drip,Canal,2,51,15,Rabi,"POLYGON ((78.39752542102772 19.32861119821201, 78.39802119564207 19.328384951860222, 78.39786970895436 19.32808197848479, 78.39736803226127 19.328357408826093, 78.39752542102772 19.32861119821201))"
1326826,Healthy,Cotton,Telangana,Adilabad,Neradigonda,2023-12-27 0:00:00,2024-03-14 0:00:00,77,108,Maize,Sorghum,Broadcasting,Drip,Canal,3,50,15,Rabi,"POLYGON ((78.39228437510461 19.339557586919234, 78.39304574326236 19.33927428713961, 78.39275260668482 19.33856407033096, 78.39209747594444 19.33880212084023, 78.39228437510461 19.339557586919234))"
1326827,Pests,Cotton,Telangana,Adilabad,Sonala,2023-10-12 0:00:00,2024-03-22 0:00:00,61,89,Maize,Sorghum,Seed Drilling,Drip,Groundwater,4,51,11,Rabi,"POLYGON ((78.32678310522348 19.377319086711953, 78.32721789169082 19.37718924097962, 78.32711165427347 19.376398362428166, 78.32665522685073 19.37651837136259, 78.32678310522348 19.377319086711953))"
1326828,Healthy,Cotton,Telangana,Adilabad,Sonala,2023-11-12 0:00:00,2024-02-14 0:00:00,70,72,Maize,Sorghum,Broadcasting,Sprinkler,Canal,2,53,13,Rabi,"POLYGON ((78.30431389145187 19.436391025483246, 78.3048726215728 19.436182485367688, 78.30464440786143 19.435391606816232, 78.30413289437044 19.43552145254856, 78.30431389145187 19.436391025483246))"
1326829,Healthy,Cotton,Telangana,Adilabad,Bazarhathnoor,2023-02-10 0:00:00,2024-03-27 0:00:00,81,94,Sorghum,Maize,Drilling,Sprinkler,Groundwater,5,54,14,Rabi,"POLYGON ((78.31623215579197 19.441980294052133, 78.31648987989705 19.441974391973392, 78.31653709652699 19.441370412582103, 78.31625773146652 19.44141762921204, 78.31623215579197 19.441980294052133))"
1326830,Healthy,Cotton,Telangana,Adilabad,Bazarhathnoor,2023-12-28 0:00:00,2024-10-03 0:00:00,67,99,Sorghum,Maize,Drilling,Sprinkler,Groundwater,4,51,10,Rabi,"POLYGON ((78.33072766118285 19.45565934521701, 78.3313454120912 19.455470478697258, 78.3312332725951 19.45496880200417, 78.33070208550829 19.45505536582572, 78.33072766118285 19.45565934521701))"
1326831,Healthy,Cotton,Telangana,Adilabad,Bazarhathnoor,2023-12-16 0:00:00,2024-06-03 0:00:00,60,73,Maize,Sorghum,Drilling,Sprinkler,Groundwater,4,51,10,Rabi,"POLYGON ((78.35953570752363 19.486706246760658, 78.36037380270503 19.486564596870842, 78.36049971371818 19.486253754057085, 78.36036986798587 19.485813065511, 78.36026756528766 19.485447136628984, 78.35983868089906 19.48551796157389, 78.35985048505654 19.48562419899125, 78.3597324434817 19.485710762812804, 78.35942160066794 19.485817000230163, 78.35953570752363 19.486706246760658))"
1326832,Healthy,Cotton,Telangana,Adilabad,Bazarhathnoor,2023-12-10 0:00:00,2024-10-03 0:00:00,90,108,Sorghum,Maize,Drilling,Sprinkler,Canal,3,47,10,Rabi,"POLYGON ((78.38484382117024 19.478978458327514, 78.38526483612053 19.479509645414314, 78.38617375624682 19.478982393046678, 78.38573306770074 19.478478748994007, 78.38484382117024 19.478978458327514))"
666491,Healthy,Cotton,Telangana,Adilabad,Bazarhathnoor,2023-12-16 0:00:00,2024-03-13 0:00:00,86,69,Maize,Sorghum,Drilling,Sprinkler,Canal,2,54,11,Rabi,"POLYGON ((78.43482262395936 19.48580913079184, 78.43547578734017 19.485636003148734, 78.43530659441622 19.484333611106283, 78.43470851710367 19.484498869311068, 78.43469277822703 19.485203184040973, 78.43482262395936 19.48580913079184))"
1326834,Healthy,Cotton,Telangana,Adilabad,Gudihathnur,2023-10-30 0:00:00,2024-02-22 0:00:00,81,105,Sorghum,Maize,Seed Drilling,Drip,Canal,2,60,13,Rabi,"POLYGON ((78.49862802988191 19.52161900988046, 78.49937169180343 19.521583597408007, 78.49932840989266 19.52095010762301, 78.4993441487693 19.520328421995497, 78.4985375313412 19.520407116378724, 78.49862802988191 19.52161900988046))"
1326835,Healthy,Cotton,Telangana,Adilabad,Gudihathnur,2023-10-15 0:00:00,2024-03-21 0:00:00,71,79,Sorghum,Maize,Drilling,Sprinkler,Canal,6,47,12,Rabi,"POLYGON ((78.51385342567721 19.526019993262583, 78.514079672029 19.525937364160193, 78.51389080550925 19.525390438196748, 78.51359373421256 19.525465197860814, 78.51385342567721 19.526019993262583))"
842847,Healthy,Cotton,Telangana,Adilabad,Gudihathnur,2023-09-12 0:00:00,2024-03-18 0:00:00,61,109,Maize,Sorghum,Broadcasting,Sprinkler,Groundwater,4,47,15,Rabi,"POLYGON ((78.54358022894216 19.528030634754103, 78.54428454367206 19.527790616885255, 78.54413108962477 19.527290907551745, 78.54341890545655 19.52748370879066, 78.54348186096313 19.527822094638545, 78.54358022894216 19.528030634754103))"
1326837,Healthy,Cotton,Telangana,Adilabad,Gudihathnur,2023-12-23 0:00:00,2024-03-21 0:00:00,77,95,Maize,Sorghum,Drilling,Drip,Canal,5,56,11,Rabi,"POLYGON ((78.54681456809288 19.52421592452705, 78.54723755040274 19.5241391975034, 78.5471195088279 19.52363752081031, 78.54701327141053 19.523462425807626, 78.54663160365187 19.523602108337858, 78.54681456809288 19.52421592452705))"
1326838,Healthy,Cotton,Telangana,Adilabad,Gudihathnur,2023-10-20 0:00:00,2024-08-02 0:00:00,66,100,Sorghum,Maize,Broadcasting,Sprinkler,Groundwater,5,57,12,Rabi,"POLYGON ((78.55950797210774 19.518984715401857, 78.56040902279572 19.51883126135456, 78.5602476993101 19.51830007426776, 78.560074571667 19.517855451002514, 78.55927975839639 19.51819777156956, 78.55950797210774 19.518984715401857))"
1326839,Diseased,Cotton,Telangana,Adilabad,Inderavelly,2023-10-21 0:00:00,2024-09-03 0:00:00,85,65,Maize,Sorghum,Drilling,Drip,Canal,3,48,15,Rabi,"POLYGON ((78.5812158177216 19.508313757035932, 78.581420423118 19.50889216075267, 78.58251427504489 19.50862066513053, 78.58238442931255 19.508187846022764, 78.5812158177216 19.508313757035932))"
